Részvény: BUX

Dátum	Nyitó	Záró	Minimum	Maximum	Forgalom (db)
1992-10-12	0.0000	912.0000	0.0000	0.0000	0
1992-10-13	0.0000	906.0000	0.0000	0.0000	0
1992-10-14	0.0000	904.0000	0.0000	0.0000	0
1992-10-15	0.0000	906.0000	0.0000	0.0000	0
1992-10-16	0.0000	896.0000	0.0000	0.0000	0
1992-10-19	0.0000	902.0000	0.0000	0.0000	0
1992-10-20	0.0000	900.0000	0.0000	0.0000	0
1992-10-21	0.0000	906.0000	0.0000	0.0000	0
1992-10-22	0.0000	905.0000	0.0000	0.0000	0
1992-10-26	0.0000	910.0000	0.0000	0.0000	0
1992-10-27	0.0000	904.0000	0.0000	0.0000	0
1992-10-28	0.0000	903.0000	0.0000	0.0000	0
1992-10-29	0.0000	900.0000	0.0000	0.0000	0
1992-10-30	0.0000	901.0000	0.0000	0.0000	0
1992-11-02	0.0000	900.0000	0.0000	0.0000	0
1992-11-03	0.0000	901.0000	0.0000	0.0000	0
1992-11-04	0.0000	900.0000	0.0000	0.0000	0
1992-11-05	0.0000	900.0000	0.0000	0.0000	0
1992-11-06	0.0000	896.0000	0.0000	0.0000	0
1992-11-09	0.0000	889.0000	0.0000	0.0000	0
1992-11-10	0.0000	887.0000	0.0000	0.0000	0
